1 1
21 20
32 11
75 43
88 13
113 25
145 32
163 18
176 13
205 29
230 25
250 20
298 48
307 9
326 19
346 20
365 19
404 39
419 15
433 14
448 15
474 26
490 16
509 19
522 13
537 15
577 40
590 13
620 30
634 14
645 11
656 11
676 20
688 12
713 25
732 19
754 22
766 12
781 15
791 10
800 9
808 8
825 17
852 27
870 18
891 21
903 12
928 25
938 10
948 10
967 19
976 9
992 16
1003 11
1020 17
1034 14
1047 13
1062 15
1093 31
1137 44
1162 25
1177 15
1221 44
1231 10
1243 12
1263 20
1274 11
1296 22
1345 49
1367 22
1380 13
1403 23
1420 17
1446 26
1464 18
1475 11
1484 9
1501 17
1517 16
1525 8
1534 9
1561 27
1571 10
1587 16
1602 15
1623 21
1636 13
1646 10
1656 10
1668 12
1686 18
1712 26
1761 49
1790 29
1819 29
1833 14
1849 16
1862 13
1881 19
1894 13
1904 10
1915 11
1926 11
1939 13
1947 8
1962 15
1978 16
1992 14
2022 30
2043 21
2056 13
2064 8
2073 9
2088 15
2102 14
2111 9
2124 13
2135 11
2148 13
2160 12
2169 9
2185 16
2197 12
2207 10
2218 11
2249 31
2265 16
2274 9
2287 13
2315 28
2325 10
2342 17
2362 20
2383 21
2392 9
2426 34
2439 13
2451 12
2477 26
2486 9
2499 13
2512 13
2530 18
2540 10
2551 11
2560 9
2585 25
2596 11
2607 11
2630 23
2653 23
2665 12
2678 13
2688 10
2726 38
2738 12
2747 9
2760 13
2775 15
2801 26
2812 11
2826 14
2841 15
2860 19
2876 16
2895 19
2913 18
2943 30
2963 20
2986 23
3017 31
3032 15
3050 18
3072 22
3105 33
3121 16
3131 10
3142 11
3177 35
3191 14
3210 19
3232 22
3245 13
3264 19
3290 26
3300 10
3311 11
3322 11
3347 25
3357 10
3373 16
3401 28
3416 15
3459 43
3478 19
3488 10
3507 19
3516 9
3525 9
3560 35
3579 19
3594 15
3612 18
3626 14
3646 20
3658 12
3669 11
3682 13
3696 14
3710 14
3728 18
3737 9
3748 11
3757 9
3774 17
3793 19
3804 11
3822 18
3839 17
3852 13
3871 19
3883 12
3897 14
3928 31
3937 9
3951 14
3967 16
3978 11
4001 23
4011 10
4029 18
4047 18
4060 13
4074 14
4087 13
4105 18
4116 11
4132 16
4147 15
4188 41
4200 12
4216 16
4236 20
4245 9
4266 21
4295 29
4309 14
4317 8
4328 11
4357 29
4371 14
4383 12
4408 25
4440 32
4452 12
4466 14
4477 11
4491 14
4506 15
4524 18
4544 20
4575 31
4589 14
4603 14
4619 16
4629 10
4642 13
4653 11
4679 26
4700 21
4710 10
4732 22
4752 20
4764 12
4777 13
4789 12
4800 11
4812 12
4826 14
4840 14
4849 9
4866 17
4874 8
4883 9
4893 10
4915 22
4928 13
4936 8
4952 16
4970 18
4983 13
4998 15
5017 19
5033 16
5056 23
5075 19
5091 16
5126 35
5137 11
5150 13
5167 17
5176 9
5201 25
5210 9
5217 7
5233 16
5243 10
5254 11
5263 9
5289 26
5300 11
5308 8
5323 15
5336 13
5347 11
5363 16
5383 20
5401 18
5412 11
5442 30
5457 15
5477 20
5508 31
5535 27
5614 79
5655 41
5729 74
5784 55
5852 68
5867 15
5959 92
5996 37
6038 42
6130 92
6150 20
6196 46
6209 13
6224 15
6265 41
6296 31
6350 54
6380 30
6429 49
6464 35
6568 104
6617 49
6657 40
6714 57
6803 89
6846 43
6860 14
6906 46
6964 58
7005 41
7031 26
7077 46
7127 50
7162 35
7223 61
7245 22
7277 32
7318 41
7379 61
7427 48
7514 87
7557 43
7597 40
7636 39
7681 45
7728 47
7770 42
7874 104
7918 44
8023 105
8104 81
8186 82
8241 55
8318 77
8411 93
8431 20
8447 16
8480 33
8523 43
8631 108
8708 77
8719 11
8753 34
8814 61
8851 37
8933 82
8970 37
9046 76
9085 39
9128 43
9179 51
9236 57
9265 29
9317 52
9342 25
9475 133
9514 39
9573 59
9638 65
9724 86
9776 52
9864 88
9892 28
9942 50
9956 14
10002 46
10069 67
10133 64
10158 25
10207 49
10269 62
10363 94
10404 41
10458 54
10499 41
10562 63
10650 88
10689 39
10715 26
10752 37
10862 110
10907 45
10970 63
10996 26
11032 36
11082 50
11139 57
11184 45
11260 76
11283 23
11395 112
11449 54
11516 67
11546 30
11603 57
11654 51
11698 44
11769 71
11846 77
11922 76
11956 34
12008 52
12062 54
12106 44
12190 84
12260 70
12292 32
12323 31
12364 41
12393 29
12429 36
12471 42
12556 85
12589 33
12613 24
12645 32
12730 85
12785 55
12841 56
12875 34
12944 69
13032 88
13110 78
13247 137
13312 65
13406 94
13513 107
13592 79
13636 44
13711 75
13837 126
13893 56
13942 49
13979 37
14060 81
14110 50
14195 85
14265 70
14395 130
14502 107
14591 89
14673 82
14786 113
14932 146
15008 76
15052 44
15143 91
15205 62
15303 98
15443 140
15563 120
15670 107
15774 104
15866 92
15949 83
16148 199
16267 119
16384 117
16521 137
16576 55
16711 135
16847 136
17046 199
17156 110
17255 99
17381 126
17426 45
17488 62
17567 79
17666 99
17750 84
17835 85
17900 65
18076 176
18209 133
18316 107
18396 80
18498 102
18697 199
18814 117
19013 199
19090 77
19289 199
19414 125
19578 164
19742 164
19820 78
19911 91
20075 164
20274 199
20473 199
20578 105
20678 100
20737 59
20854 117
21053 199
21252 199
21451 199
21650 199
21849 199
22048 199
22247 199
22446 199
22554 108
22753 199
22952 199
23151 199
23350 199
23549 199
23748 199
23947 199
24141 194
24340 199
24539 199
24738 199
24913 175
25112 199
25311 199
25435 124
25634 199
25833 199
26032 199
26231 199
26430 199
26629 199
26828 199
27012 184
27170 158
27369 199
27568 199
27767 199
27966 199
28165 199
28364 199
28563 199
28762 199
28961 199
29160 199
29344 184
29543 199
29742 199
29941 199
30140 199
30339 199
30538 199
30737 199
30936 199
31135 199
31334 199
31533 199
31732 199
31931 199
32130 199
32329 199
32528 199
32727 199
32926 199
33125 199
33324 199
33523 199
33722 199
33921 199
34120 199
34319 199
34518 199
34717 199
34916 199
35115 199
35314 199
35513 199
35712 199
35911 199
36110 199
36309 199
36508 199
36707 199
36906 199
37105 199
37304 199
37503 199
37702 199
37901 199
38100 199
38299 199
38498 199
38697 199
38896 199
39095 199
39294 199
39493 199
39692 199
39891 199
40090 199
40289 199
40488 199
40687 199
40886 199
41085 199
41284 199
41483 199
41682 199
41881 199
42080 199
42279 199
42478 199
42677 199
42876 199
43075 199
43274 199
43473 199
43672 199
43871 199
44070 199
44269 199
44468 199
44667 199
44866 199
45065 199
45264 199
45463 199
45662 199
45861 199
46060 199
46259 199
46458 199
46657 199
46856 199
47055 199
47254 199
47453 199
47652 199
47851 199
48050 199
48249 199
48448 199
48647 199
48846 199
49045 199
49244 199
49443 199
49642 199
49841 199
50040 199
50239 199
50438 199
50637 199
50836 199
51035 199
51234 199
51433 199
51632 199
51831 199
52030 199
52229 199
52428 199
